Te,ne,728/706,728/668
9.463025179229612e-01, 2.667042864326648e+18, 8.655082291456465e-02, 4.713779484732893e-01
9.463025179229612e-01, 2.992471312188848e+18, 8.319442715772767e-02, 4.493109446538165e-01
9.463025179229612e-01, 3.357608036245132e+18, 7.994482350780475e-02, 4.274839339686881e-01
9.463025179229612e-01, 3.767298178979589e+18, 7.681596471816318e-02, 4.059870211713199e-01
9.463025179229612e-01, 4.226978079673322e+18, 7.381982629303825e-02, 3.849062045788697e-01
9.463025179229612e-01, 4.742747411323311e+18, 7.096651897205904e-02, 3.643230578622312e-01
9.463025179229612e-01, 5.321450119597585e+18, 6.826446674341437e-02, 3.443143026649883e-01
9.463025179229612e-01, 5.970765237835940e+18, 6.572062537373544e-02, 3.249512218902156e-01
9.463025179229612e-01, 6.699308783156532e+18, 6.334071623636330e-02, 3.062989034602294e-01
9.463025179229612e-01, 7.516748085768933e+18, 6.112945257335554e-02, 2.884153463762935e-01
9.463025179229612e-01, 8.433930068571646e+18, 5.909073976893666e-02, 2.713504979548533e-01
9.463025179229612e-01, 9.463025179229549e+18, 5.722783704487593e-02, 2.551453170674227e-01
9.463025179229612e-01, 1.061768888461980e+19, 5.554347436374571e-02, 2.398309689484877e-01
9.463025179229612e-01, 1.191324287058017e+19, 5.403992435616456e-02, 2.254282512858780e-01
9.463025179229612e-01, 1.336687835137238e+19, 5.271903397986429e-02, 2.119473304193910e-01
9.463025179229612e-01, 1.499788418664912e+19, 5.158222380967336e-02, 1.993878345958184e-01
9.463025179229612e-01, 1.682790283290379e+19, 5.063046412017825e-02, 1.877393139983619e-01
9.463025179229612e-01, 1.888121752571853e+19, 4.986423639818610e-02, 1.769820407258194e-01
9.463025179229612e-01, 2.118507450354571e+19, 4.928348707279158e-02, 1.670880913216091e-01
9.463025179229612e-01, 2.377004454874053e+19, 4.888757774013446e-02, 1.580226334882555e-01
9.463025179229612e-01, 2.667042864326648e+19, 4.867523369281854e-02, 1.497453288503967e-01
9.463025179229612e-01, 2.992471312188848e+19, 4.864449073554127e-02, 1.422117646250171e-01
9.463025179229612e-01, 3.357608036245132e+19, 4.879263945723716e-02, 1.353748368390556e-01
9.463025179229612e-01, 3.767298178979589e+19, 4.911616645465271e-02, 1.291860234195856e-01
9.463025179229612e-01, 4.226978079673322e+19, 4.961069333807742e-02, 1.235965039740740e-01
9.463025179229612e-01, 4.742747411323311e+19, 5.027091638608237e-02, 1.185581016237953e-01
9.463025179229612e-01, 5.321450119597585e+19, 5.109055203012643e-02, 1.140240387884792e-01
9.463025179229612e-01, 5.970765237835940e+19, 5.206229548148217e-02, 1.099495120974683e-01
9.463025179229612e-01, 6.699308783156532e+19, 5.317780132759001e-02, 1.062921011373519e-01
9.463025179229612e-01, 7.516748085768934e+19, 5.442769546580312e-02, 1.030120316515936e-01
9.463025179229612e-01, 8.433930068571646e+19, 5.580162707258791e-02, 1.000723165867757e-01
9.463025179229612e-01, 9.463025179229549e+19, 5.728836734233640e-02, 9.743879872675505e-02
9.463025179229612e-01, 1.061768888461980e+20, 5.887595856459299e-02, 9.508011729919140e-02
9.463025179229612e-01, 1.191324287058017e+20, 6.055191301463454e-02, 9.296761853783492e-02
9.463025179229612e-01, 1.336687835137238e+20, 6.230345654237569e-02, 9.107522727405401e-02
9.463025179229612e-01, 1.499788418664912e+20, 6.411780720022582e-02, 8.937929360700961e-02
9.463025179229612e-01, 1.682790283290380e+20, 6.598247532621604e-02, 8.785842582641328e-02
9.463025179229612e-01, 1.888121752571853e+20, 6.788556870964289e-02, 8.649331818793060e-02
1.061768888461977e+00, 2.118507450354571e+18, 9.337552795655005e-02, 4.915909092240617e-01
1.061768888461977e+00, 2.377004454874053e+18, 8.985203749286083e-02, 4.698768078002976e-01
1.061768888461977e+00, 2.667042864326648e+18, 8.641033478363809e-02, 4.483033814709412e-01
1.061768888461977e+00, 2.992471312188848e+18, 8.306740529230350e-02, 4.269631843649746e-01
1.061768888461977e+00, 3.357608036245132e+18, 7.983825168341252e-02, 4.059436129911931e-01
1.061768888461977e+00, 3.767298178979589e+18, 7.673587222818842e-02, 3.853266961958172e-01
1.061768888461977e+00, 4.226978079673322e+18, 7.377133592124563e-02, 3.651889917576671e-01
1.061768888461977e+00, 4.742747411323311e+18, 7.095393426578117e-02, 3.456014889632903e-01
1.061768888461977e+00, 5.321450119597585e+18, 6.829138536739500e-02, 3.266294342753727e-01
1.061768888461977e+00, 5.970765237835940e+18, 6.579006446238728e-02, 3.083320275938590e-01
1.061768888461977e+00, 6.699308783156532e+18, 6.345523625329656e-02, 2.907619743631584e-01
1.061768888461977e+00, 7.516748085768933e+18, 6.129126808670454e-02, 2.739649175384444e-01
1.061768888461977e+00, 8.433930068571646e+18, 5.930180847145358e-02, 2.579788067935184e-01
1.061768888461977e+00, 9.463025179229549e+18, 5.748992188050415e-02, 2.428332850201823e-01
1.061768888461977e+00, 1.061768888461980e+19, 5.585817728261251e-02, 2.285491808382873e-01
1.061768888461977e+00, 1.191324287058017e+19, 5.440869351519581e-02, 2.151381897684121e-01
1.061768888461977e+00, 1.336687835137238e+19, 5.314314871995036e-02, 2.026028077638954e-01
1.061768888461977e+00, 1.499788418664912e+19, 5.206276321078861e-02, 1.909365528921627e-01
1.061768888461977e+00, 1.682790283290379e+19, 5.116826530616916e-02, 1.801244792218731e-01
1.061768888461977e+00, 1.888121752571853e+19, 5.045984818416923e-02, 1.701439566514601e-01
1.061768888461977e+00, 2.118507450354571e+19, 4.993712333259689e-02, 1.609656658678749e-01
1.061768888461977e+00, 2.377004454874053e+19, 4.959907340982200e-02, 1.525547416521295e-01
1.061768888461977e+00, 2.667042864326648e+19, 4.944400499511481e-02, 1.448719913247870e-01
1.061768888461977e+00, 2.992471312188848e+19, 4.946950029271276e-02, 1.378751175493552e-01
1.061768888461977e+00, 3.357608036245132e+19, 4.967236660310397e-02, 1.315198840659532e-01
1.061768888461977e+00, 3.767298178979589e+19, 5.004858326243944e-02, 1.257611766702219e-01
1.061768888461977e+00, 4.226978079673322e+19, 5.059324753024207e-02, 1.205539272943135e-01
1.061768888461977e+00, 4.742747411323311e+19, 5.130052318379696e-02, 1.158538841864155e-01
1.061768888461977e+00, 5.321450119597585e+19, 5.216359789452023e-02, 1.116182243527201e-01
1.061768888461977e+00, 5.970765237835940e+19, 5.317465735957995e-02, 1.078060147426044e-01
1.061768888461977e+00, 6.699308783156532e+19, 5.432488524263812e-02, 1.043785358577901e-01
1.061768888461977e+00, 7.516748085768934e+19, 5.560449794623669e-02, 1.012994857398973e-01
1.061768888461977e+00, 8.433930068571646e+19, 5.700282193997609e-02, 9.853508410771739e-02
1.061768888461977e+00, 9.463025179229549e+19, 5.850841881381085e-02, 9.605409636619851e-02
1.061768888461977e+00, 1.061768888461980e+20, 6.010925960298108e-02, 9.382779588594482e-02
1.061768888461977e+00, 1.191324287058017e+20, 6.179294559797015e-02, 9.182988087463292e-02
1.061768888461977e+00, 1.336687835137238e+20, 6.354696830021822e-02, 9.003635974172325e-02
1.061768888461977e+00, 1.499788418664912e+20, 6.535899697216017e-02, 8.842541639170466e-02
1.061768888461977e+00, 1.682790283290380e+20, 6.721717890287546e-02, 8.697726456135112e-02
1.061768888461977e+00, 1.888121752571853e+20, 6.911043550637805e-02, 8.567399825109592e-02
1.191324287058021e+00, 2.118507450354571e+18, 9.333957498490715e-02, 4.709702924590370e-01
1.191324287058021e+00, 2.377004454874053e+18, 8.982629328991136e-02, 4.497689372005733e-01
1.191324287058021e+00, 2.667042864326648e+18, 8.640280561529008e-02, 4.287880049623810e-01
1.191324287058021e+00, 2.992471312188848e+18, 8.308525686724945e-02, 4.081150535051142e-01
1.191324287058021e+00, 3.357608036245132e+18, 7.988778628753655e-02, 3.878310561088940e-01
1.191324287058021e+00, 3.767298178979589e+18, 7.682255540942171e-02, 3.680103428478662e-01
1.191324287058021e+00, 4.226978079673322e+18, 7.389986357187647e-02, 3.487206746891714e-01
1.191324287058021e+00, 4.742747411323311e+18, 7.112832824762408e-02, 3.300233486472614e-01
1.191324287058021e+00, 5.321450119597585e+18, 6.851510447924859e-02, 3.119732505160149e-01
1.191324287058021e+00, 5.970765237835940e+18, 6.606611763227550e-02, 2.946188012534091e-01
1.191324287058021e+00, 6.699308783156532e+18, 6.378628627058110e-02, 2.780017786859295e-01
1.191324287058021e+00, 7.516748085768933e+18, 6.167971674013506e-02, 2.621570318414320e-01
1.191324287058021e+00, 8.433930068571646e+18, 5.974985726083232e-02, 2.471121351576359e-01
1.191324287058021e+00, 9.463025179229549e+18, 5.799960605417648e-02, 2.328870495186078e-01
1.191324287058021e+00, 1.061768888461980e+19, 5.643137431625892e-02, 2.194938639965307e-01
1.191324287058021e+00, 1.191324287058017e+19, 5.504710983264110e-02, 2.069366861289147e-01
1.191324287058021e+00, 1.336687835137238e+19, 5.384829014185678e-02, 1.952117316045884e-01
1.191324287058021e+00, 1.499788418664912e+19, 5.283589517972408e-02, 1.843076401269941e-01
1.191324287058021e+00, 1.682790283290379e+19, 5.201036847433598e-02, 1.742060175662254e-01
1.191324287058021e+00, 1.888121752571853e+19, 5.137157374798735e-02, 1.648821797737177e-01
1.191324287058021e+00, 2.118507450354571e+19, 5.091875095119241e-02, 1.563060541398071e-01
1.191324287058021e+00, 2.377004454874053e+19, 5.065047305964533e-02, 1.484431831918840e-01
1.191324287058021e+00, 2.667042864326648e+19, 5.056460302129728e-02, 1.412557707420649e-01
1.191324287058021e+00, 2.992471312188848e+19, 5.065824941570527e-02, 1.347037144156766e-01
1.191324287058021e+00, 3.357608036245132e+19, 5.092771976975121e-02, 1.287455770264169e-01
1.191324287058021e+00, 3.767298178979589e+19, 5.136847190012506e-02, 1.233394610197300e-01
1.191324287058021e+00, 4.226978079673322e+19, 5.197506577848129e-02, 1.184437629693036e-01
1.191324287058021e+00, 4.742747411323311e+19, 5.274112079411660e-02, 1.140177971730778e-01
1.191324287058021e+00, 5.321450119597585e+19, 5.365928545146025e-02, 1.100222876067386e-01
1.191324287058021e+00, 5.970765237835940e+19, 5.472122805420380e-02, 1.064197352768025e-01
1.191324287058021e+00, 6.699308783156532e+19, 5.591765745038441e-02, 1.031746732710399e-01
1.191324287058021e+00, 7.516748085768934e+19, 5.723838222450395e-02, 1.002538247652075e-01
1.191324287058021e+00, 8.433930068571646e+19, 5.867241475979160e-02, 9.762618033412843e-02
1.191324287058021e+00, 9.463025179229549e+19, 6.020812346493924e-02, 9.526301061995902e-02
1.191324287058021e+00, 1.061768888461980e+20, 6.183343244772765e-02, 9.313782919813639e-02
1.191324287058021e+00, 1.191324287058017e+20, 6.353606345601287e-02, 9.122631874804039e-02
1.191324287058021e+00, 1.336687835137238e+20, 6.530381052676133e-02, 8.950623168564951e-02
1.191324287058021e+00, 1.499788418664912e+20, 6.712483404159247e-02, 8.795727446308417e-02
1.191324287058021e+00, 1.682790283290380e+20, 6.898795827214799e-02, 8.656098291925252e-02
1.191324287058021e+00, 1.888121752571853e+20, 7.088295535017816e-02, 8.530059444878133e-02
1.336687835137230e+00, 2.118507450354571e+18, 9.344665342759986e-02, 4.536515535521830e-01
1.336687835137230e+00, 2.377004454874053e+18, 8.995785286871127e-02, 4.329311529786558e-01
1.336687835137230e+00, 2.667042864326648e+18, 8.656609026760508e-02, 4.124997680822347e-01
1.336687835137230e+00, 2.992471312188848e+18, 8.328674530310340e-02, 3.924399006935142e-01
1.336687835137230e+00, 3.357608036245132e+18, 8.013319737989162e-02, 3.728262718042781e-01
1.336687835137230e+00, 3.767298178979589e+18, 7.711689419289240e-02, 3.537259101686935e-01
1.336687835137230e+00, 4.226978079673322e+18, 7.424749765486424e-02, 3.351983936294067e-01
1.336687835137230e+00, 4.742747411323311e+18, 7.153308266227974e-02, 3.172961410449648e-01
1.336687835137230e+00, 5.321450119597585e+18, 6.898036257134127e-02, 3.000646713131798e-01
1.336687835137230e+00, 5.970765237835940e+18, 6.659491651563321e-02, 2.835427745202207e-01
1.336687835137230e+00, 6.699308783156532e+18, 6.438139747047431e-02, 2.677625735934128e-01
1.336687835137230e+00, 7.516748085768933e+18, 6.234370561240195e-02, 2.527494874333815e-01
1.336687835137230e+00, 8.433930068571646e+18, 6.048511816611359e-02, 2.385221332512055e-01
1.336687835137230e+00, 9.463025179229549e+18, 5.880837359391772e-02, 2.250922229533534e-01
1.336687835137230e+00, 1.061768888461980e+19, 5.731571372093999e-02, 2.124645140266900e-01
1.336687835137230e+00, 1.191324287058017e+19, 5.600889146252587e-02, 2.006368697314983e-01
1.336687835137230e+00, 1.336687835137238e+19, 5.488915383005034e-02, 1.896004686863865e-01
1.336687835137230e+00, 1.499788418664912e+19, 5.395720985176148e-02, 1.793401836334336e-01
1.336687835137230e+00, 1.682790283290379e+19, 5.321319135854250e-02, 1.698351273363889e-01
1.336687835137230e+00, 1.888121752571853e+19, 5.265661192594031e-02, 1.610593439125537e-01
1.336687835137230e+00, 2.118507450354571e+19, 5.228632640985905e-02, 1.529826091863515e-01
1.336687835137230e+00, 2.377004454874053e+19, 5.210049116440064e-02, 1.455712953179435e-01
1.336687835137230e+00, 2.667042864326648e+19, 5.209652367573603e-02, 1.387892531083151e-01
1.336687835137230e+00, 2.992471312188848e+19, 5.227106019800749e-02, 1.325986690475068e-01
1.336687835137230e+00, 3.357608036245132e+19, 5.261991097615652e-02, 1.269608617399282e-01
1.336687835137230e+00, 3.767298178979589e+19, 5.313801450964053e-02, 1.218369919901887e-01
1.336687835137230e+00, 4.226978079673322e+19, 5.381939463707414e-02, 1.171886709069247e-01
1.336687835137230e+00, 4.742747411323311e+19, 5.465712653632396e-02, 1.129784596138155e-01
1.336687835137230e+00, 5.321450119597585e+19, 5.564331958287089e-02, 1.091702617570314e-01
1.336687835137230e+00, 5.970765237835940e+19, 5.676912600487398e-02, 1.057296156271427e-01
1.336687835137230e+00, 6.699308783156532e+19, 5.802478414003015e-02, 1.026238963836005e-01
1.336687835137230e+00, 7.516748085768934e+19, 5.939970370355606e-02, 9.982244082378972e-02
1.336687835137230e+00, 8.433930068571646e+19, 6.088259785088801e-02, 9.729660773342556e-02
1.336687835137230e+00, 9.463025179229549e+19, 6.246166317053920e-02, 9.501978647272884e-02
1.336687835137230e+00, 1.061768888461980e+20, 6.412480444224461e-02, 9.296736544212610e-02
1.336687835137230e+00, 1.191324287058017e+20, 6.585989653733167e-02, 9.111667071724310e-02
1.336687835137230e+00, 1.336687835137238e+20, 6.765507177447823e-02, 8.944688365832854e-02
1.336687835137230e+00, 1.499788418664912e+20, 6.949901790036170e-02, 8.793894482850624e-02
1.336687835137230e+00, 1.682790283290380e+20, 7.138127005215368e-02, 8.657545018628982e-02
1.336687835137230e+00, 1.888121752571853e+20, 7.329247980147213e-02, 8.534054429513546e-02
1.499788418664912e+00, 2.118507450354571e+18, 9.374099793235298e-02, 4.395129879360877e-01
1.499788418664912e+00, 2.377004454874053e+18, 9.029076460241202e-02, 4.192418488913612e-01
1.499788418664912e+00, 2.667042864326648e+18, 8.694411295673385e-02, 3.993177533105597e-01
1.499788418664912e+00, 2.992471312188848e+18, 8.371574456853670e-02, 3.798181699798889e-01
1.499788418664912e+00, 3.357608036245132e+18, 8.061838502353402e-02, 3.608117807159345e-01
1.499788418664912e+00, 3.767298178979589e+18, 7.766288403090024e-02, 3.423587118119706e-01
1.499788418664912e+00, 4.226978079673322e+18, 7.485838246943441e-02, 3.245109347885454e-01
1.499788418664912e+00, 4.742747411323311e+18, 7.221252094526279e-02, 3.073127343219754e-01
1.499788418664912e+00, 5.321450119597585e+18, 6.973166412678844e-02, 2.908011597764270e-01
1.499788418664912e+00, 5.970765237835940e+18, 6.742111757369317e-02, 2.750064039722848e-01
1.499788418664912e+00, 6.699308783156532e+18, 6.528531849059797e-02, 2.599520837946402e-01
1.499788418664912e+00, 7.516748085768933e+18, 6.332798803819721e-02, 2.456554269024412e-01
1.499788418664912e+00, 8.433930068571646e+18, 6.155223957137676e-02, 2.321273927037203e-01
1.499788418664912e+00, 9.463025179229549e+18, 5.996064345106606e-02, 2.193727708251306e-01
1.499788418664912e+00, 1.061768888461980e+19, 5.855525402708304e-02, 2.073903052242064e-01
1.499788418664912e+00, 1.191324287058017e+19, 5.733760743190185e-02, 1.961728874425165e-01
1.499788418664912e+00, 1.336687835137238e+19, 5.630869977310577e-02, 1.857078504338172e-01
1.499788418664912e+00, 1.499788418664912e+19, 5.546895439253605e-02, 1.759773780759885e-01
1.499788418664912e+00, 1.682790283290379e+19, 5.481818463699973e-02, 1.669590283060045e-01
1.499788418664912e+00, 1.888121752571853e+19, 5.435555580707677e-02, 1.586263527922281e-01
1.499788418664912e+00, 2.118507450354571e+19, 5.407954736747925e-02, 1.509495852410669e-01
1.499788418664912e+00, 2.377004454874053e+19, 5.398791470848375e-02, 1.438963647515479e-01
1.499788418664912e+00, 2.667042864326648e+19, 5.407764908223697e-02, 1.374324599394095e-01
1.499788418664912e+00, 2.992471312188848e+19, 5.434493485898625e-02, 1.315224629182659e-01
1.499788418664912e+00, 3.357608036245132e+19, 5.478510477063549e-02, 1.261304282955300e-01
1.499788418664912e+00, 3.767298178979589e+19, 5.539259597373863e-02, 1.212204396963990e-01
1.499788418664912e+00, 4.226978079673322e+19, 5.616091212179380e-02, 1.167570937528816e-01
1.499788418664912e+00, 4.742747411323311e+19, 5.708259872241560e-02, 1.127058981138586e-01
1.499788418664912e+00, 5.321450119597585e+19, 5.814924044843266e-02, 1.090335853504062e-01
1.499788418664912e+00, 5.970765237835940e+19, 5.935148944475470e-02, 1.057083484800726e-01
1.499788418664912e+00, 6.699308783156532e+19, 6.067913282526601e-02, 1.027000062848366e-01
1.499788418664912e+00, 7.516748085768934e+19, 6.212120544298221e-02, 9.998010786214657e-02
1.499788418664912e+00, 8.433930068571646e+19, 6.366615077236105e-02, 9.752198619751028e-02
1.499788418664912e+00, 9.463025179229549e+19, 6.530202866646766e-02, 9.530077025107479e-02
1.499788418664912e+00, 1.061768888461980e+20, 6.701676428981508e-02, 9.329336434530364e-02
1.499788418664912e+00, 1.191324287058017e+20, 6.879842821652001e-02, 9.147840271211251e-02
1.499788418664912e+00, 1.336687835137238e+20, 7.063553407138493e-02, 8.983618604042817e-02
1.499788418664912e+00, 1.499788418664912e+20, 7.251733765006983e-02, 8.834860584858695e-02
1.499788418664912e+00, 1.682790283290380e+20, 7.443412049644664e-02, 8.699906154350563e-02
1.499788418664912e+00, 1.888121752571853e+20, 7.637744153946051e-02, 8.577237414668294e-02
1.682790283290390e+00, 2.118507450354571e+18, 9.421678124424046e-02, 4.288476154815528e-01
1.682790283290390e+00, 2.377004454874053e+18, 9.081827434335576e-02, 4.089968486530076e-01
1.682790283290390e+00, 2.667042864326648e+18, 8.752939700814992e-02, 3.895404643527242e-01
1.682790283290390e+00, 2.992471312188848e+18, 8.436424361701242e-02, 3.705508747696350e-01
1.682790283290390e+00, 3.357608036245132e+18, 8.133496392153165e-02, 3.520908472898305e-01
1.682790283290390e+00, 3.767298178979589e+18, 7.845188633739780e-02, 3.342138804643329e-01
1.682790283290390e+00, 4.226978079673322e+18, 7.572369834131079e-02, 3.169647658689142e-01
1.682790283290390e+00, 4.742747411323311e+18, 7.315765846556270e-02, 3.003802332427848e-01
1.682790283290390e+00, 5.321450119597585e+18, 7.075981521913899e-02, 2.844895941389463e-01
1.682790283290390e+00, 5.970765237835940e+18, 6.853521167435545e-02, 2.693153247425160e-01
1.682790283290390e+00, 6.699308783156532e+18, 6.648805980902818e-02, 2.548735569557239e-01
1.682790283290390e+00, 7.516748085768933e+18, 6.462187511508283e-02, 2.411744737840410e-01
1.682790283290390e+00, 8.433930068571646e+18, 6.293956848706520e-02, 2.282226267085554e-01
1.682790283290390e+00, 9.463025179229549e+18, 6.144349804116923e-02, 2.160172066222871e-01
1.682790283290390e+00, 1.061768888461980e+19, 6.013548754969427e-02, 2.045523051717060e-01
1.682790283290390e+00, 1.191324287058017e+19, 5.901682021632986e-02, 1.938172006837502e-01
1.682790283290390e+00, 1.336687835137238e+19, 5.808821658431612e-02, 1.837966942231681e-01
1.682790283290390e+00, 1.499788418664912e+19, 5.734980386183950e-02, 1.744715093630332e-01
1.682790283290390e+00, 1.682790283290379e+19, 5.680108152660294e-02, 1.658187566904550e-01
1.682790283290390e+00, 1.888121752571853e+19, 5.644088548327277e-02, 1.578124531800918e-01
1.682790283290390e+00, 2.118507450354571e+19, 5.626735095998060e-02, 1.504240788198989e-01
1.682790283290390e+00, 2.377004454874053e+19, 5.627787320029977e-02, 1.436231488367971e-01
1.682790283290390e+00, 2.667042864326648e+19, 5.646906502379007e-02, 1.373777793294590e-01
1.682790283290390e+00, 2.992471312188848e+19, 5.683671141949687e-02, 1.316552263223447e-01
1.682790283290390e+00, 3.357608036245132e+19, 5.737572322600339e-02, 1.264223822207938e-01
1.682790283290390e+00, 3.767298178979589e+19, 5.808009423383747e-02, 1.216462183959898e-01
1.682790283290390e+00, 4.226978079673322e+19, 5.894286826553315e-02, 1.172941673691217e-01
1.682790283290390e+00, 4.742747411323311e+19, 5.995612450475009e-02, 1.133344422613597e-01
1.682790283290390e+00, 5.321450119597585e+19, 6.111099018571278e-02, 1.097362945505566e-01
1.682790283290390e+00, 5.970765237835940e+19, 6.239768945446611e-02, 1.064702136518615e-01
1.682790283290390e+00, 6.699308783156532e+19, 6.380563565366969e-02, 1.035080734794121e-01
1.682790283290390e+00, 7.516748085768934e+19, 6.532357150907037e-02, 1.008232320845192e-01
1.682790283290390e+00, 8.433930068571646e+19, 6.693975792997649e-02, 9.839059086022271e-02
1.682790283290390e+00, 9.463025179229549e+19, 6.864220776124912e-02, 9.618661980303475e-02
1.682790283290390e+00, 1.061768888461980e+20, 7.041895634400222e-02, 9.418935505686755e-02
1.682790283290390e+00, 1.191324287058017e+20, 7.225835671179305e-02, 9.237837452997912e-02
1.682790283290390e+00, 1.336687835137238e+20, 7.414938418927462e-02, 9.073475684487552e-02
1.682790283290390e+00, 1.499788418664912e+20, 7.608193346872916e-02, 8.924102830264442e-02
1.682790283290390e+00, 1.682790283290380e+20, 7.804709112089589e-02, 8.788110194870184e-02
1.682790283290390e+00, 1.888121752571853e+20, 8.003736792596867e-02, 8.664021223499004e-02
1.888121752571847e+00, 2.118507450354571e+18, 9.499803212486929e-02, 4.206732003141159e-01
1.888121752571847e+00, 2.377004454874053e+18, 9.166253035796582e-02, 4.011875258637931e-01
1.888121752571847e+00, 2.667042864326648e+18, 8.844221621964161e-02, 3.821353222473106e-01
1.888121752571847e+00, 2.992471312188848e+18, 8.535067923255582e-02, 3.635842242526162e-01
1.888121752571847e+00, 3.357608036245132e+18, 8.239960023958950e-02, 3.455915165526133e-01
1.888121752571847e+00, 3.767298178979589e+18, 7.959889095497739e-02, 3.282046491736587e-01
1.888121752571847e+00, 4.226978079673322e+18, 7.695688181294859e-02, 3.114619532482554e-01
1.888121752571847e+00, 4.742747411323311e+18, 7.448053309650618e-02, 2.953934535387122e-01
1.888121752571847e+00, 5.321450119597585e+18, 7.217564612586698e-02, 2.800216910371315e-01
1.888121752571847e+00, 5.970765237835940e+18, 7.004705540758049e-02, 2.653624924721364e-01
1.888121752571847e+00, 6.699308783156532e+18, 6.809878835208621e-02, 2.514256496197117e-01
1.888121752571847e+00, 7.516748085768933e+18, 6.633418553119344e-02, 2.382154959610298e-01
1.888121752571847e+00, 8.433930068571646e+18, 6.475598049313694e-02, 2.257313882829161e-01
1.888121752571847e+00, 9.463025179229549e+18, 6.336634302746866e-02, 2.139681143135372e-01
1.888121752571847e+00, 1.061768888461980e+19, 6.216689289761132e-02, 2.029162538393774e-01
1.888121752571847e+00, 1.191324287058017e+19, 6.115869223704142e-02, 1.925625206409567e-01
1.888121752571847e+00, 1.336687835137238e+19, 6.034222423369468e-02, 1.828901076276568e-01
1.888121752571847e+00, 1.499788418664912e+19, 5.971736392452493e-02, 1.738790498176564e-01
1.888121752571847e+00, 1.682790283290379e+19, 5.928334458113955e-02, 1.655066113407066e-01
1.888121752571847e+00, 1.888121752571853e+19, 5.903872098443278e-02, 1.577476950735112e-01
1.888121752571847e+00, 2.118507450354571e+19, 5.898132941277641e-02, 1.505752678667273e-01
1.888121752571847e+00, 2.377004454874053e+19, 5.910824371998594e-02, 1.439607909679622e-01
1.888121752571847e+00, 2.667042864326648e+19, 5.941572751082948e-02, 1.378746440491267e-01
1.888121752571847e+00, 2.992471312188848e+19, 5.989918395937936e-02, 1.322865317513882e-01
1.888121752571847e+00, 3.357608036245132e+19, 6.055310692120830e-02, 1.271658632880972e-01
1.888121752571847e+00, 3.767298178979589e+19, 6.137103923766275e-02, 1.224820978484117e-01
1.888121752571847e+00, 4.226978079673322e+19, 6.234554607340665e-02, 1.182050508941531e-01
1.888121752571847e+00, 4.742747411323311e+19, 6.346821236044863e-02, 1.143051586571968e-01
1.888121752571847e+00, 5.321450119597585e+19, 6.472967362305965e-02, 1.107537000717855e-01
1.888121752571847e+00, 5.970765237835940e+19, 6.611968843416922e-02, 1.075229769581308e-01
1.888121752571847e+00, 6.699308783156532e+19, 6.762725846776083e-02, 1.045864545109520e-01
1.888121752571847e+00, 7.516748085768934e+19, 6.924079870128669e-02, 1.019188650683175e-01
1.888121752571847e+00, 8.433930068571646e+19, 7.094835609925551e-02, 9.949627878119806e-02
1.888121752571847e+00, 9.463025179229549e+19, 7.273787053227612e-02, 9.729614521151458e-02
1.888121752571847e+00, 1.061768888461980e+20, 7.459746730275343e-02, 9.529731009205136e-02
1.888121752571847e+00, 1.191324287058017e+20, 7.651576701524505e-02, 9.348001151735223e-02
1.888121752571847e+00, 1.336687835137238e+20, 7.848219611898841e-02, 9.182585972945385e-02
1.888121752571847e+00, 1.499788418664912e+20, 8.048728056876733e-02, 9.031780444179323e-02
1.888121752571847e+00, 1.682790283290380e+20, 8.252290578374234e-02, 8.894009333157653e-02
1.888121752571847e+00, 1.888121752571853e+20, 8.458252828490667e-02, 8.767822494457944e-02
2.118507450354578e+00, 2.118507450354571e+18, 9.613659901889744e-02, 4.147504955844714e-01
2.118507450354578e+00, 2.377004454874053e+18, 9.287277444542222e-02, 3.955642683710764e-01
2.118507450354578e+00, 2.667042864326648e+18, 8.972929901880598e-02, 3.768434141048275e-01
2.118507450354578e+00, 2.992471312188848e+18, 8.671935991820763e-02, 3.586511612973742e-01
2.118507450354578e+00, 3.357608036245132e+18, 8.385427172347863e-02, 3.410398189006628e-01
2.118507450354578e+00, 3.767298178979589e+18, 8.114362686733835e-02, 3.240514274037752e-01
2.118507450354578e+00, 4.226978079673322e+18, 7.859548688330636e-02, 3.077186225240789e-01
2.118507450354578e+00, 4.742747411323311e+18, 7.621659029261282e-02, 2.920656062146011e-01
2.118507450354578e+00, 5.321450119597585e+18, 7.401255551757026e-02, 2.771091352768781e-01
2.118507450354578e+00, 5.970765237835940e+18, 7.198806179602793e-02, 2.628594595429066e-01
2.118507450354578e+00, 6.699308783156532e+18, 7.014699688751436e-02, 2.493211656410268e-01
2.118507450354578e+00, 7.516748085768933e+18, 6.849256646184952e-02, 2.364939053639746e-01
2.118507450354578e+00, 8.433930068571646e+18, 6.702736552593992e-02, 2.243730069587277e-01
2.118507450354578e+00, 9.463025179229549e+18, 6.575341634342445e-02, 2.129499816567134e-01
2.118507450354578e+00, 1.061768888461980e+19, 6.467217962525497e-02, 2.022129459783846e-01
2.118507450354578e+00, 1.191324287058017e+19, 6.378454629132736e-02, 1.921469832670402e-01
2.118507450354578e+00, 1.336687835137238e+19, 6.309081615591433e-02, 1.827344666907449e-01
2.118507450354578e+00, 1.499788418664912e+19, 6.259066805432023e-02, 1.739553620543803e-01
2.118507450354578e+00, 1.682790283290379e+19, 6.228312387981093e-02, 1.657875236011801e-01
