4.782084969795129e+01, 1.042208016815844e+18, 4.148405027540328e-01, 5.597933287110870e-01
1.172159688141501e+01, 9.197766649465922e+19, 2.611591560716636e-01, 1.034717684470056e-01
1.080621635294517e+00, 1.842352422134377e+19, 5.071064106767447e-02, 1.712772697611429e-01
2.380388203623179e+00, 9.483503340310311e+18, 6.863191503100487e-02, 2.124686073990213e-01
9.409878629366386e+00, 4.618132686991428e+18, 1.377215587530160e-01, 2.807903753141451e-01
1.264122917351984e+01, 4.919249939342663e+18, 1.606391028052741e-01, 2.657825958731038e-01
6.702159322998819e+00, 5.417424377497078e+19, 1.506031265396457e-01, 1.163930020748888e-01
3.576296493665730e+01, 4.271818855093162e+19, 5.509580808805176e-01, 1.183213225093954e-01
5.163675941598688e+01, 3.961795678703250e+18, 4.167122512852235e-01, 2.961282014809499e-01
2.031469295726069e-01, 2.753072146363937e+18, 7.345135051078144e-02, 1.665593844698316e+00
3.150079512269992e+01, 2.703484567989618e+18, 2.863334677554226e-01, 3.460785522631759e-01
2.943317131850471e-01, 1.184175218533558e+19, 5.449948205518529e-02, 5.638671733587346e-01
1.295205778316865e+01, 7.753077774572016e+19, 2.713767144728201e-01, 1.060903914401346e-01
6.098268287984233e+01, 8.251833568793270e+18, 5.276352079801034e-01, 2.101868238632940e-01
9.592948776522841e+00, 1.220257288342979e+18, 1.648016188256587e-01, 5.059607123119466e-01
1.051437441306179e+01, 4.063783129981871e+19, 1.949947226533078e-01, 1.220029440789929e-01
5.878697127616721e+01, 3.027907894159795e+19, 7.659611019848340e-01, 1.318276711576672e-01
5.596254667450178e+00, 2.152281011861101e+19, 1.108583940267948e-01, 1.528594699128205e-01
1.303017709868577e+01, 7.774629848929907e+18, 1.658006397709562e-01, 2.144996711109861e-01
3.302730321780919e+00, 2.846314173521243e+19, 8.245946815641853e-02, 1.392308948748650e-01
2.131340400749575e+01, 2.809897774629512e+19, 3.069995176518746e-01, 1.300744649240301e-01
2.399242811004359e+00, 4.976520089817692e+19, 7.350857900313665e-02, 1.152846596383948e-01
4.866147941347287e+01, 1.799027702030717e+18, 4.014800722701123e-01, 4.389536445892302e-01
3.316958291096450e+00, 4.673053689842450e+18, 8.736281895771053e-02, 2.906325265736622e-01
4.635022009080373e+00, 1.607842061196420e+18, 1.221198549099336e-01, 4.562429260714760e-01
2.120037310722122e+01, 9.711093890409042e+18, 2.356184585498134e-01, 1.882798868873009e-01
7.184259143812422e+01, 3.066488047120972e+18, 5.422828479838229e-01, 3.556280673684303e-01
9.521572772918817e-01, 1.674056700792273e+19, 5.069134658201195e-02, 1.877911935689776e-01
1.589527924956070e+00, 2.798440391903523e+18, 8.585058876964223e-02, 3.859786410576284e-01
1.098883937799292e+01, 5.481041882809698e+18, 1.485558638625141e-01, 2.557251637176707e-01
2.094607246304507e-01, 1.035290989539787e+18, 9.009110695883117e-02, 1.885818436771809e+00
4.092570790912465e+00, 3.765941836025653e+19, 9.930062069200062e-02, 1.284010057238207e-01
1.389395389859341e+00, 1.138837312388430e+18, 1.131772909948617e-01, 5.606589110711363e-01
3.245725503924062e+01, 8.530861545922054e+18, 3.169966729030245e-01, 1.981461141059324e-01
9.859437636941304e-01, 2.852959493519125e+19, 4.888373873295646e-02, 1.434830807073705e-01
5.139592513064376e+01, 7.877851819345700e+18, 4.524909204158516e-01, 2.108476528265305e-01
1.886818739620242e+01, 1.292412511448767e+18, 2.229995363414401e-01, 4.855329703581332e-01
3.987417096612419e-01, 2.875738558797199e+19, 4.769511977661450e-02, 2.386103890811701e-01
7.524851291282548e+00, 3.590670456956366e+19, 1.487612702625691e-01, 1.282801924879091e-01
6.815997807221855e+01, 1.176175122806262e+18, 5.431284183081818e-01, 5.636535471684615e-01
2.029066020706827e+00, 1.329806556991627e+18, 1.098433567783798e-01, 4.976578054051694e-01
6.510294720504444e+00, 4.735746638983382e+19, 1.430794099070317e-01, 1.202023271858018e-01
3.631658820071195e+01, 6.886391715408233e+19, 6.537716267304232e-01, 1.083207795275305e-01
2.936507441163328e+00, 1.455792031227877e+18, 1.122428485633057e-01, 4.714196487134576e-01
2.922118544238877e+00, 8.042801408312890e+18, 7.625640479741139e-02, 2.287572298723879e-01
