3.771791097077416555e-01,3.597999747684750541e+19
4.518010047497186044e+00,3.683919634468658790e+19
3.952067257845378045e-01,9.579870973520783360e+18
7.484414905545449415e+01,6.299800096486457344e+18
6.006264007602558408e+00,6.075626057015649280e+18
1.127691713915786265e+00,3.734207308157112832e+18
7.950565961994753650e+01,7.786205708855491584e+18
3.074540766287404381e+01,1.315655323928090829e+19
1.598984632975423459e+01,2.749387888664814080e+18
7.587327324422227903e+00,1.024373416357109760e+19
1.025989890065934107e+00,4.930827638717788160e+18
1.978547365781967571e+01,6.540288173129839616e+18
1.180591578894113169e+01,1.705487524900241408e+18
3.286654583436476429e+00,2.003474482351073280e+19
5.280490712013203858e-01,3.222594704921847808e+18
4.691770400719252621e+01,3.349491038221869056e+19
4.217831572571149046e-01,8.317170881360848896e+18
1.063378179823857517e+00,3.934524390694469120e+18
3.993027376187480115e+01,1.360353544448230605e+19
4.065874194130139507e+00,4.819600546265711411e+19
2.931385622274658598e+00,8.049083725442929459e+19
1.116882308245395805e+00,8.610366031919025152e+18
1.326383858801920645e+01,2.293701709153280256e+18
9.929583930653845814e-01,9.627861158233222349e+19
2.601939775018424328e+00,1.563703851327003648e+18
3.928802335406501811e+01,9.437337056408367923e+19
1.174040273321879990e+00,1.039840643993291136e+18
3.843742580383631946e+01,5.562772753398747955e+19
3.084880985887745175e-01,1.966748528873080576e+18
4.841393814750028923e+01,2.516264946827758797e+19
7.399593258811287821e-01,5.022531873452029952e+18
1.084291119474097620e+00,1.472261270593318298e+19
2.774209525331041704e-01,2.556509029302705357e+19
1.891840803625850942e+00,5.540160238951211008e+19
1.448512708776506841e+00,2.079416087145410560e+18
2.105862000185528826e-01,3.783964804199600128e+18
8.311068366459892776e-01,6.586013362115171942e+19
2.660562653490014196e+00,7.552966342489452544e+18
1.638383135826804704e+01,6.246645227916383232e+18
2.608584861593101767e-01,2.668433544705634714e+19
1.833664529500986973e+01,2.955717603404456448e+18
4.297661451813953448e+01,2.814327776528586752e+18
1.399214961211006525e+01,9.692548756922803814e+19
2.196581240227357767e+01,3.288879433768675328e+18
2.513150956228743738e+01,1.164158500719160832e+18
2.424418265226958857e-01,3.642844599138453914e+19
1.410210334560550649e+01,9.827277885535903744e+18
9.090794044045463762e-01,2.456810702446446080e+18
4.440629494625181195e+01,2.118138583994270925e+19
3.713664696797918108e-01,3.155808528118944563e+19
2.007090295712319339e+00,4.223590121612824576e+19
6.189832599169356797e+01,1.121065036232157056e+18
1.735773021032442642e+01,3.870429404875855872e+18
2.167590280090613497e+00,4.863140875077558272e+19
4.973457216439497586e+01,1.268433471951892480e+18
4.449289543420082538e+01,1.346424469999306240e+18
2.412541127588755663e-01,2.218761786102774989e+19
1.311979653156141623e+00,3.823355128479790694e+19
3.785877831583059105e+01,5.019575578028863488e+19
4.489968092272799360e+00,1.577031368326784819e+19
9.243435309455902527e+00,1.208023454432535347e+19
4.457112597522013830e-01,1.531510097875452928e+19
5.255410108652365242e-01,3.230757020476976333e+19
1.009732734276184152e+00,1.951878276676000512e+18
7.087458726759581218e-01,1.077940517016387994e+19
7.887081691807992234e-01,8.119658007735405773e+19
2.537010332700757598e+00,1.071752038110406528e+18
7.099783040498795827e+00,1.922313007901553664e+18
4.401889940815855340e+01,1.063166097133706368e+18
8.406794429773268851e-01,1.381757619041692467e+19
1.332399630473249053e+00,4.978538582673986560e+18
2.132862558157293531e+00,1.279533087984257280e+18
9.971887659991681696e-01,6.543045220485208064e+18
1.318192176628245837e+00,2.034714317822644224e+18
1.274927101454330192e+01,1.533339300376973312e+19
9.566164907269611106e+00,3.027953609234789581e+19
1.322456111817871083e+01,4.256223810595585024e+18
1.228668682657657207e+01,8.118184215536218112e+18
4.312153248153281737e+01,4.816663892258397184e+18
