9.458886479079213e+00, 1.865184441039774e+19, 1.859253748637515e-12, 1.224794575086912e-11, 1.198990150577530e-11, 1.704842425639835e-16, 2.307303734211310e-15, 2.012051479187850e-15
3.626589840136442e+01, 4.456090673014655e+18, 2.668280052287609e-11, 8.371092768401602e-11, 9.853492028376850e-11, 9.682896553793572e-16, 1.431483343078532e-14, 8.673225775578355e-15
8.150894153540959e+00, 1.141198108849915e+19, 1.854851588431959e-12, 1.435227024609391e-11, 9.764243739822545e-12, 1.847697458466771e-16, 2.950863654625757e-15, 1.975067145702313e-15
5.143676540690105e+00, 2.043937152903920e+18, 1.615725922573907e-12, 1.348441991622344e-11, 3.895901097108724e-12, 4.646386515186237e-16, 7.824221975854846e-15, 2.530822731291045e-15
8.802538339131377e+00, 1.059571255237297e+18, 1.169676623026189e-11, 7.158173482078142e-11, 2.187857832218010e-11, 1.020935737376790e-15, 1.443474390936199e-14, 5.398395744354794e-15
3.871174096092394e+01, 3.215920556984596e+19, 8.587254219157254e-12, 1.599533192546247e-11, 6.786563295394629e-11, 2.438248843253714e-16, 2.407158383814272e-15, 2.810060497513824e-15
7.776014464398346e+00, 1.866194185622417e+19, 1.150438007625725e-12, 8.609316812943601e-12, 7.303429969147807e-12, 1.364376813267035e-16, 2.004349914596554e-15, 1.671980996872856e-15
4.106581635251160e+01, 4.364365798756538e+18, 2.911022015586478e-11, 8.319323607645724e-11, 1.055570693635671e-10, 9.396859242075474e-16, 1.392479962656404e-14, 8.363225383667162e-15
2.244667165962914e+01, 1.647720830599903e+18, 3.433783401140281e-11, 1.437140188315369e-10, 7.874663562211848e-11, 1.935355972814467e-15, 2.917651881894510e-14, 1.382516154297331e-14
7.153604437640381e-01, 5.502743734555021e+19, 4.568777334100190e-24, 9.141678317112974e-23, 3.733812998443376e-23, 7.229396013209666e-15, 8.681116045604494e-14, 8.560432351567969e-14
2.100685175277953e+00, 8.742285535001419e+18, 1.968354412974293e-15, 2.963306987208449e-14, 8.914790707821081e-15, 6.708752049178642e-16, 1.261968090971070e-14, 6.830144358698924e-15
2.439264878669796e-01, 2.398623730685616e+18, 1.061832392236280e-48, 1.269637707159194e-47, 7.592794862459907e-49, 3.421286319708380e-14, 1.932617898389953e-13, 2.549369880952651e-13
5.478546746335595e-01, 6.584002360225147e+18, 1.829620402905464e-27, 2.813225838453044e-26, 4.180292020085667e-27, 6.921497960653943e-15, 7.493442005600328e-14, 5.477079065740785e-14
2.442942095514597e-01, 1.961384887717183e+19, 5.584898023778344e-49, 1.191210733798262e-47, 1.104892736604920e-48, 1.530391323786101e-13, 1.479844374916206e-12, 9.137486489138883e-13
6.073306645694146e+01, 1.074330945588198e+18, 7.283872633098946e-11, 1.461772888775567e-10, 1.269940803287238e-10, 1.749276498895372e-15, 2.739226493378893e-14, 1.190377277791272e-14
3.485461880357753e+01, 1.205930470064840e+19, 1.408836942963397e-11, 3.894670319091437e-11, 8.199875349671248e-11, 4.875831149230207e-16, 6.207151334092788e-15, 5.171576289640060e-15
3.351950712565013e+01, 3.512251664780806e+19, 7.267200204017014e-12, 1.493769715165706e-11, 5.895151755334953e-11, 2.407250664198743e-16, 2.319624118527300e-15, 2.807688109316015e-15
7.586976136518208e-01, 1.475550346909639e+18, 1.768524858327250e-22, 1.683349600444052e-21, 2.737660433093717e-22, 4.776145934425194e-15, 4.146704277643587e-14, 2.638907279259847e-14
1.325451004838118e+01, 1.021969306748252e+19, 5.382212632161056e-12, 3.124696492917043e-11, 2.830485029338521e-11, 3.827416993303441e-16, 5.362056763570272e-15, 3.971973285459084e-15
3.315463569724283e+00, 2.391584603501381e+19, 2.864903058544658e-14, 3.539957897709198e-13, 1.938421166776035e-13, 2.464098513255120e-16, 3.921667747882602e-15, 3.550677827664983e-15
2.002962969580400e-01, 5.238128941560965e+18, 1.537719924745082e-57, 2.511358012697181e-56, 1.114005603342679e-57, 1.147392483774629e-13, 7.261180512843772e-13, 6.581336503678485e-13
3.188089967257027e-01, 6.878617570507493e+19, 5.103849297460260e-40, 1.030789395632588e-38, 2.867822771477584e-39, 1.278316986922154e-13, 1.388596886590459e-12, 1.097805088998269e-12
1.061551402881544e+01, 3.821262509713087e+18, 7.398187386394508e-12, 4.997699742062374e-11, 2.434646778087447e-11, 5.694042442472265e-16, 8.916678304048074e-15, 4.590527668667036e-15
2.087402809433911e+00, 3.163450883202873e+19, 6.816036291603145e-16, 1.075149897742718e-14, 5.218793932352957e-15, 5.643194865452370e-16, 8.220678924879363e-15, 8.074849332396275e-15
2.689228212202618e-01, 2.001787561287215e+18, 5.467223432458106e-45, 6.028247746498598e-44, 4.166986127085969e-45, 2.373776147770563e-14, 1.340198051088550e-13, 1.871528145175699e-13
9.073780842443928e-01, 3.616694696484924e+19, 2.393196869540601e-21, 4.910945695479545e-20, 1.801047589518886e-20, 3.366911757946685e-15, 4.573772255587014e-14, 4.041264922018155e-14
2.923970177533487e+00, 1.538147388670818e+18, 1.074363769964048e-13, 9.719305644911520e-13, 2.326055921125247e-13, 1.078863037568016e-15, 1.548065209896073e-14, 5.202803901320928e-15
1.826976439114383e+00, 1.310049673797538e+18, 1.889803249997896e-15, 1.724427057858847e-14, 3.726216219216376e-15, 2.198369813999284e-15, 2.596265084757229e-14, 9.712878420963541e-15
7.698730161404210e+00, 1.129652332336716e+19, 1.611992004229136e-12, 1.290815357557972e-11, 8.407710162056504e-12, 1.739152617466746e-16, 2.856750080566678e-15, 1.865179161461127e-15
8.173217959642428e-01, 4.074806714395375e+18, 7.550329927734301e-22, 1.006223806541742e-20, 1.787213136928837e-21, 3.652094290062493e-15, 4.339710566339969e-14, 2.547911681030158e-14
1.161331498696836e+01, 3.002893779557169e+19, 2.050495793163367e-12, 1.054010727688752e-11, 1.561839287404484e-11, 1.699009368739593e-16, 1.890427162811352e-15, 2.108670713976115e-15
2.159753699150729e-01, 5.259081597715591e+18, 5.487166485069106e-54, 8.625566831204661e-53, 4.369820329047826e-54, 8.781774073183232e-14, 5.706493753329998e-13, 5.228354176256982e-13
1.278254567004108e+01, 3.609527603413261e+19, 2.161145992663286e-12, 9.857329752303781e-12, 1.738206879746374e-11, 1.698164063755850e-16, 1.752078801631492e-15, 2.128753749290498e-15
5.048433238961046e+01, 5.953483467001568e+19, 7.172213806621699e-12, 8.457345285413369e-12, 6.349672350117489e-11, 1.406352226720465e-16, 1.173704167003209e-15, 1.643978007738913e-15
9.612935376132850e+00, 3.301169460225706e+18, 6.759656607162018e-12, 4.732030364819881e-11, 2.061654520985132e-11, 5.445047015149628e-16, 8.631723925844236e-15, 4.120409308581145e-15
3.244562378781459e+01, 1.553301599197690e+19, 1.146590145566035e-11, 3.142286954027774e-11, 7.345852128102434e-11, 4.173059549794615e-16, 5.017081158524674e-15, 4.567213117921290e-15
6.876329477851828e+00, 6.297795499821476e+18, 1.828428504343089e-12, 1.574701879912311e-11, 7.322831766084706e-12, 2.229045605910325e-16, 4.039410599711915e-15, 1.981416221013224e-15
1.826369098216334e+01, 7.467868295286919e+18, 1.042400104898103e-11, 5.084788324511764e-11, 4.896753680567311e-11, 6.265912368487274e-16, 8.889747858638688e-15, 6.190277559638519e-15
4.851532570677229e+01, 3.778652388953369e+19, 9.154507989324766e-12, 1.313345052976922e-11, 7.421690581935649e-11, 1.965595321149196e-16, 1.857646390665453e-15, 2.260566010149032e-15
1.002353256313163e+00, 1.357437813661166e+19, 3.699260750770767e-20, 7.014153294782283e-19, 1.801420430476084e-19, 2.305690597458599e-15, 3.611280984528678e-14, 2.310824155478663e-14
