9.288529472671371e-01, 1.922556068353500e+16, 5.550164452137172e-20, 3.421581623473724e-19, 6.099872795111433e-20, 5.139945823980190e-15, 3.354680062254048e-14, 1.820948199375892e-14
1.265878545228490e+00, 2.239691781886200e+16, 2.525590867474099e-17, 1.512903049261522e-16, 2.934252025405338e-17, 4.924046902244315e-15, 3.429656331065982e-14, 1.438175814036616e-14
1.363637361360073e+00, 4.566034854420600e+16, 8.255926816558193e-17, 4.963088487907315e-16, 9.798513604800461e-17, 4.824687042357956e-15, 3.439193487432966e-14, 1.384780706588241e-14
1.517081068939765e+00, 9.974086695605699e+16, 3.789912544168090e-16, 2.319452235461270e-15, 4.672396191207401e-16, 4.511882159102942e-15, 3.372378133497261e-14, 1.282441296049602e-14
1.657537655916424e+00, 2.165268220117700e+17, 1.113701347548386e-15, 7.169811026939408e-15, 1.464396389739971e-15, 4.003002987057126e-15, 3.230346107949510e-14, 1.178819250683904e-14
1.774867309573085e+00, 4.490293172790600e+17, 2.154620935671562e-15, 1.527998948785865e-14, 3.168521064747444e-15, 3.312400884172370e-15, 3.011674254923147e-14, 1.077115355530713e-14
1.916967303845939e+00, 8.565067909913100e+17, 3.978818173872792e-15, 3.229011676761297e-14, 6.892450038639698e-15, 2.492732980150023e-15, 2.670049046671761e-14, 9.518956953144870e-15
2.137686429358206e+00, 1.504818411646900e+18, 8.774410198238825e-15, 8.240721496199849e-14, 1.853903938562875e-14, 1.682554111968281e-15, 2.181623777850970e-14, 7.898052737590814e-15
2.596325581549430e+00, 2.492370750172100e+18, 3.263106853875276e-14, 3.443569115590287e-13, 8.532493237580039e-14, 9.547856108165591e-16, 1.517542425947627e-14, 5.685882641508814e-15
3.549348375910204e+00, 4.085171428741800e+18, 1.725027823640478e-13, 1.878476361161826e-12, 5.595371745718696e-13, 4.382364956710440e-16, 8.316668941082331e-15, 3.356292946608141e-15
5.454806950839976e+00, 6.705643649976001e+18, 8.168766329189640e-13, 7.904832397865662e-12, 3.318971529460420e-12, 2.052365854656741e-16, 4.027562570541816e-15, 1.906953667663697e-15
8.916530487952695e+00, 1.026299667329000e+19, 2.489797955606343e-12, 1.843892655422232e-11, 1.263992020515386e-11, 2.221784965308279e-16, 3.467815417010088e-15, 2.296105223960728e-15
1.352133130047984e+01, 1.331282946574100e+19, 4.633306863887931e-12, 2.551454196253838e-11, 2.717147454587249e-11, 3.286646401200979e-16, 4.364589038960388e-15, 3.574100007722672e-15
1.665224546614592e+01, 1.491597819576500e+19, 5.840823400023225e-12, 2.718488955222599e-11, 3.630687031321815e-11, 3.685692107603270e-16, 4.637360282006703e-15, 4.069675314295389e-15
1.874290067510472e+01, 1.602989146341200e+19, 6.496133579292249e-12, 2.726179938241008e-11, 4.172122875068930e-11, 3.786157961556357e-16, 4.630026146407786e-15, 4.212255456541246e-15
2.024047219748906e+01, 1.683319731466100e+19, 6.905094863711407e-12, 2.701076094329407e-11, 4.526816368077144e-11, 3.800415091904771e-16, 4.564703054062787e-15, 4.246443327847878e-15
2.025479236629043e+01, 1.693614507795400e+19, 6.884101572770752e-12, 2.687308346020683e-11, 4.522718739369203e-11, 3.786322067763015e-16, 4.540650825289387e-15, 4.233653778473160e-15
1.916497410179534e+01, 1.596959421274400e+19, 6.691971144315774e-12, 2.764084765200134e-11, 4.296665913455331e-11, 3.838904297666655e-16, 4.690229696246940e-15, 4.267113199425127e-15
1.757621714653407e+01, 1.432890687636900e+19, 6.441032804055181e-12, 2.907061267774795e-11, 3.957349118538899e-11, 3.926113569733332e-16, 4.958251075986743e-15, 4.308366442560628e-15
1.583192864668191e+01, 1.234293468300700e+19, 6.177594783389092e-12, 3.092997412750329e-11, 3.559595600167270e-11, 4.015575030946574e-16, 5.296459371574317e-15, 4.313511569456899e-15
1.401882146522897e+01, 1.053372757888700e+19, 5.756737358347118e-12, 3.209328734549987e-11, 3.080799590692225e-11, 3.986275475890875e-16, 5.506931552012478e-15, 4.164889888392046e-15
1.238945506081970e+01, 8.939989851293900e+18, 5.286769827710548e-12, 3.250687954171485e-11, 2.609563786096337e-11, 3.864857310956715e-16, 5.594021019715434e-15, 3.898281703851714e-15
1.090468586154378e+01, 7.574484245882800e+18, 4.734390329282637e-12, 3.180059448389569e-11, 2.145798827829706e-11, 3.645145640848053e-16, 5.530237143820087e-15, 3.519275351260963e-15
9.555641172614914e+00, 6.452232157559400e+18, 4.083985933281479e-12, 2.966654698146250e-11, 1.700001511513928e-11, 3.346299581945805e-16, 5.327313205409731e-15, 3.065952718760815e-15
8.425497474601769e+00, 5.477760496875201e+18, 3.474250568393331e-12, 2.688043311388417e-11, 1.326757416420607e-11, 3.105552365913237e-16, 5.180713567972043e-15, 2.671448657374406e-15
7.417113008270586e+00, 4.695955874378000e+18, 2.825614592542288e-12, 2.305694914085411e-11, 9.956191814166918e-12, 2.926071388753639e-16, 5.104266535707825e-15, 2.347848250253606e-15
6.638925310846191e+00, 4.018275974596700e+18, 2.323597356157688e-12, 1.964549970383608e-11, 7.574506486531582e-12, 2.946583379530936e-16, 5.293785054183521e-15, 2.196419970762452e-15
5.982209378799136e+00, 3.450053700370200e+18, 1.881397388312768e-12, 1.630023158561862e-11, 5.700571279494885e-12, 3.137755770886794e-16, 5.710211493125385e-15, 2.173760797482090e-15
5.495221806580037e+00, 2.941275058653600e+18, 1.584548212845785e-12, 1.384089012161402e-11, 4.464279121077467e-12, 3.524605065625399e-16, 6.357346106198515e-15, 2.266332941133267e-15
5.095279081591329e+00, 2.503855676459000e+18, 1.348196269647672e-12, 1.175432773425615e-11, 3.540051290292271e-12, 4.071608084876285e-16, 7.169741918876433e-15, 2.430914289277418e-15
4.782185747057587e+00, 2.133694723599400e+18, 1.175931232788713e-12, 1.014052068672202e-11, 2.886998861283960e-12, 4.749138274528207e-16, 8.078762197040674e-15, 2.636906420801427e-15
4.520296860255582e+00, 1.806514874729000e+18, 1.041383547753479e-12, 8.815153223214483e-12, 2.390665603884883e-12, 5.579171740172408e-16, 9.091329299657929e-15, 2.876450437781670e-15
4.279735033118758e+00, 1.529042793499000e+18, 9.121620310941508e-13, 7.552126999010080e-12, 1.963752229084366e-12, 6.568949280623955e-16, 1.020253293009782e-14, 3.151210894089141e-15
4.053095644496173e+00, 1.289447884522600e+18, 7.863395024336624e-13, 6.347626515789415e-12, 1.590755507323814e-12, 7.752769580934229e-16, 1.142665060177073e-14, 3.465196683782055e-15
